x,y,z
7.38,12.10,12.90
7.15,10.10,12.20
7.44,9.68,13.10
7.77,9.34,13.10
7.45,11.40,12.40
7.62,9.37,12.70
6.53,12.20,12.20
7.17,10.10,11.80
6.63,10.80,11.70
8.07,9.52,13.40
6.63,8.57,11.00
7.11,11.00,12.90
7.38,8.12,12.70
5.86,10.60,10.50
7.38,9.37,11.80
5.44,11.20,10.90
7.69,9.52,13.50
7.07,11.20,13.20
6.51,7.58,11.50
7.71,8.28,12.40
6.20,10.90,10.50
7.88,9.21,13.10
5.64,10.50,9.36
9.32,10.30,15.80
6.24,9.87,10.90
6.56,11.00,11.40
7.52,9.72,13.20
6.45,7.56,11.10
7.11,8.56,13.00
8.32,9.90,14.00
7.12,11.50,11.90
5.56,10.00,8.98
7.76,10.10,11.90
7.74,8.97,13.30
6.84,10.10,10.80
6.96,9.73,12.50
7.07,7.74,12.70
7.09,9.47,12.20
7.29,9.76,12.40
6.20,10.40,10.50
7.84,10.90,13.20
7.26,9.42,12.10
7.36,9.30,12.00
6.67,9.28,12.10
6.11,10.80,11.00
6.68,9.45,11.50
7.60,9.41,13.30
7.83,8.98,12.90
6.27,9.09,9.62
7.03,10.80,11.80
7.10,10.60,12.70
7.46,8.50,13.20
6.90,8.82,11.80
7.33,10.50,12.40
6.00,9.98,11.80
7.83,8.51,12.80
7.71,8.99,12.60
6.32,9.51,11.10
8.30,8.64,12.50
6.58,9.38,11.30
7.87,8.85,12.30
6.99,9.23,12.20
6.88,8.71,11.50
7.05,10.60,12.30
6.12,9.98,11.20
7.10,9.61,11.70
7.97,11.00,13.50
8.48,7.88,13.60
7.10,10.30,12.50
6.04,10.40,10.90
6.32,9.43,11.50
7.29,9.36,12.70
7.23,9.77,12.80
7.38,8.67,12.40
8.17,9.14,14.10
6.73,10.20,11.50
7.07,9.31,10.80
5.94,10.50,10.80
6.40,10.40,12.50
7.80,9.49,12.70
6.44,10.10,12.30
6.43,10.40,11.20
8.19,9.71,13.30
7.99,10.10,13.00
7.08,10.70,12.30
7.28,9.57,12.50
7.07,10.10,12.10
7.60,9.44,12.60
5.92,10.40,10.90
6.86,10.10,11.30
6.87,10.40,11.10
7.30,9.95,12.60
6.79,10.20,12.40
8.32,8.67,13.40
7.07,12.00,12.80
7.48,10.30,12.80
5.81,10.30,11.00
6.59,10.40,11.50
6.54,11.50,11.80
6.51,11.20,11.60
7.57,10.70,12.70
6.58,9.82,11.60
6.78,10.70,11.80
7.15,9.71,12.50
6.86,9.84,12.00
5.73,10.60,10.40
7.00,9.32,12.30
6.53,10.10,11.30
6.43,10.30,11.80
6.79,10.60,12.30
7.13,7.53,11.50
7.64,10.40,12.60
6.48,8.43,10.40
6.35,9.87,11.30
7.08,9.16,11.20
6.04,10.40,10.70
6.58,9.55,11.70
6.27,10.60,12.20
7.22,11.30,13.40
7.46,9.30,13.70
8.07,10.50,14.00
5.83,10.80,11.10
7.83,9.78,13.00
6.93,10.40,12.60
6.42,10.20,11.20
7.27,10.70,11.90
6.44,12.60,12.30
7.02,10.00,12.80
7.12,9.35,12.00
6.35,11.00,11.60
6.86,9.30,11.90
7.45,7.72,12.00
7.40,9.87,13.10
7.59,10.50,13.50
7.39,11.40,12.70
7.15,10.80,12.00
8.35,11.10,14.70
6.52,9.66,12.40
8.27,9.45,14.00
6.68,9.06,11.90
7.34,9.60,12.80
7.76,10.90,13.20
6.48,11.40,12.00
5.91,11.10,10.80
7.54,10.30,12.60
6.67,10.70,10.90
7.59,10.20,12.60
5.58,13.20,10.40
6.53,11.50,10.50
7.28,10.20,13.60
7.68,8.09,12.20
8.55,9.77,13.40
5.93,10.80,10.40
6.92,10.80,11.90
7.61,9.16,13.30
6.75,10.60,11.60
6.21,10.30,10.80
7.13,9.67,11.70
6.99,9.97,13.10
6.41,10.20,11.40
8.33,8.48,13.70
7.31,9.66,11.90
8.63,9.40,14.70
6.60,9.58,11.80
6.54,11.40,13.10
6.23,11.70,12.00
7.22,11.40,12.10
6.35,10.10,11.40
7.02,7.91,11.40
5.86,12.20,10.80
7.19,8.47,12.40
7.24,10.50,12.40
7.53,9.52,13.40
7.46,9.11,12.30
7.69,9.39,13.80
7.30,9.02,11.90
6.42,10.90,10.70
7.04,10.80,12.00
7.18,9.11,11.80
7.88,9.51,13.00
6.41,9.42,11.70
6.19,9.46,10.30
6.78,9.73,11.80
7.71,10.20,13.00
5.64,10.50,10.40
7.70,9.09,12.50
7.44,8.92,12.50
6.51,11.30,11.70
6.39,11.00,11.10
6.33,11.40,11.60
7.03,10.90,12.20
5.81,9.70,10.80
6.91,9.91,11.30
6.31,9.60,11.90
7.29,10.50,12.50
7.34,9.35,12.40
7.03,11.40,12.80
5.87,10.80,9.55
8.05,11.50,13.60
5.49,12.10,9.73
7.32,10.20,12.20
6.44,8.71,11.00
6.37,12.50,12.60
6.29,10.40,10.70
6.98,11.30,12.60
6.72,10.30,12.00
6.93,10.80,12.70
7.62,9.60,12.70
6.17,9.70,11.10
7.56,9.45,12.10
6.44,11.50,11.60
8.12,9.94,14.50
8.08,9.34,13.90
6.44,11.20,11.30
7.60,8.81,11.60
7.24,11.70,12.60
5.51,11.40,10.50
7.78,8.66,13.00
6.45,11.90,11.40
8.75,11.60,15.00
6.87,9.32,12.50
6.92,9.47,12.10
7.35,9.88,13.10
6.97,11.00,12.00
7.76,10.70,13.40
8.52,7.34,13.30
7.44,10.80,12.80
7.36,9.25,13.80
5.85,11.10,9.82
6.66,10.50,11.40
7.08,10.70,11.90
6.97,10.40,11.80
6.26,10.20,10.80
5.89,7.46,8.99
6.06,11.50,11.00
7.13,11.00,12.20
6.62,10.80,11.30
5.83,9.97,10.60
6.02,11.90,10.90
7.19,9.61,12.40
7.16,10.10,12.20
5.98,10.50,10.40
8.34,9.50,14.10
7.41,10.70,13.20
7.05,10.00,12.50
5.91,9.64,11.40
7.20,10.00,12.70
7.60,8.92,13.10
6.07,11.80,10.50
7.57,10.30,12.30
6.63,10.40,11.20
6.59,9.85,11.70
7.13,10.00,13.50
5.90,11.40,11.20
5.56,10.80,10.50
7.06,11.00,11.90
6.93,10.20,12.50
6.23,8.97,10.10
7.05,9.77,12.60
7.68,7.72,11.90
6.65,11.80,11.20
6.45,10.10,11.70
6.96,9.85,11.90
7.29,10.80,12.40
6.72,10.70,12.60
6.71,10.30,12.00
6.09,10.40,11.10
7.19,8.26,11.70
7.49,8.63,13.20
7.53,10.70,12.80
8.06,9.22,12.30
6.93,10.70,11.90
6.99,10.30,12.10
7.22,10.70,12.60
6.27,10.10,10.90
6.54,11.00,11.90
6.99,9.82,13.40
7.29,11.20,12.70
5.92,11.50,11.70
6.28,8.53,10.50
8.31,7.91,13.10
6.54,10.30,12.40
6.47,11.30,11.70
7.94,9.05,12.40
7.42,8.42,11.80
7.81,10.30,13.20
6.43,11.40,12.40
8.28,9.26,13.00
8.66,9.40,14.30
5.92,11.00,10.70
5.59,11.50,9.93
7.29,11.00,12.60
7.06,9.93,13.10
7.06,11.80,13.20
6.68,11.50,11.20
8.84,8.61,15.00
7.84,9.57,13.50
7.39,8.78,12.60
5.65,11.00,9.94
8.20,9.76,13.00
6.27,9.40,10.80
7.80,10.10,13.60
7.07,9.77,11.40
7.00,10.30,12.40
6.54,11.50,10.40
8.10,9.26,12.70
7.27,11.00,12.00
6.25,10.90,11.50
6.45,8.70,11.50
6.58,9.90,11.60
6.94,7.49,12.10
7.30,9.10,12.80
5.74,10.80,10.70
7.88,9.34,13.10
6.37,10.80,10.90
7.26,8.48,12.00
7.03,10.90,12.40
6.15,12.50,11.60
7.72,8.57,12.30
6.66,10.90,11.30
8.06,7.45,12.50
7.46,10.60,12.90
7.19,9.37,12.30
7.08,9.18,10.40
7.35,11.00,13.20
6.97,9.67,12.20
6.80,10.70,12.40
7.07,9.82,11.90
5.91,11.10,10.00
7.24,11.40,12.20
6.55,11.20,11.60
7.31,10.40,12.60
6.39,9.04,10.40
6.23,10.60,10.90
7.04,10.10,12.00
7.68,10.70,13.60
5.67,11.00,10.90
6.92,9.67,12.30
7.58,9.34,12.60
7.45,12.20,13.20
6.26,12.70,11.40
7.20,9.85,11.60
6.57,10.10,11.80
6.09,9.87,9.48
7.32,10.60,12.20
6.90,8.93,11.20
6.76,9.07,11.50
5.27,10.10,8.82
6.80,11.50,12.50
8.71,9.62,13.30
5.61,11.10,11.10
6.26,12.10,10.70
6.08,9.40,10.30
7.14,8.00,12.50
7.29,10.20,12.10
6.68,11.60,11.70
7.50,7.47,12.00
6.24,10.70,11.40
7.55,8.44,12.20
6.48,10.40,11.30
6.85,11.30,12.80
7.31,11.70,12.70
6.56,11.40,12.40
6.69,10.40,11.80
7.30,9.38,13.00
7.80,10.20,12.60
5.77,9.84,10.80
6.87,9.88,11.60
6.94,9.94,11.30
8.26,9.00,13.00
7.57,9.94,14.00
7.57,12.30,12.70
7.91,9.34,13.00
7.08,9.10,11.80
7.36,9.91,12.40
7.28,10.70,13.90
8.00,9.62,12.80
7.65,8.77,12.10
7.19,9.46,12.30
7.34,8.06,12.30
5.58,13.00,10.30
6.21,12.20,10.80
8.02,10.20,12.90
5.96,9.57,10.90
6.65,9.79,12.30
7.29,10.50,12.10
7.15,10.20,12.70
7.90,9.33,13.30
7.00,10.80,12.50
6.90,9.42,11.20
6.50,8.11,10.90
6.79,10.40,11.30
7.66,9.22,12.80
7.26,9.80,13.80
6.68,8.23,11.70
6.79,10.80,11.70
6.52,9.99,11.50
7.48,8.54,13.20
7.06,9.15,12.70
6.43,9.86,10.80
6.06,9.44,10.10
6.42,10.30,11.70
7.73,10.10,13.00
6.84,10.60,11.00
7.56,9.28,12.70
6.41,11.00,11.30
7.34,9.73,11.70
7.23,10.20,12.80
5.20,10.50,9.38
7.90,7.76,12.20
7.04,10.40,11.30
7.19,8.39,12.20
6.67,8.92,11.60
7.74,8.85,13.00
7.19,11.20,11.40
8.21,9.96,12.80
7.14,9.80,12.90
6.85,10.70,11.90
7.13,10.30,12.80
6.45,10.20,10.80
8.70,11.40,14.60
6.32,10.50,11.20
7.60,9.87,14.10
7.35,8.57,12.20
8.93,6.44,13.80
7.38,9.42,12.60
7.36,8.14,12.00
7.47,10.80,13.00
7.73,10.60,12.60
7.34,10.20,12.80
8.08,8.42,13.50
8.27,11.10,13.70
7.23,8.26,11.70
6.73,9.83,12.00
7.08,11.90,13.30
6.30,9.59,11.10
7.44,11.10,12.70
6.58,9.37,10.60
6.53,10.30,11.50
6.98,12.60,13.00
6.90,9.69,11.60
5.97,11.00,9.84
7.79,9.04,13.70
8.15,8.14,12.80
6.26,9.90,10.70
7.80,9.86,12.90
7.93,7.80,13.40
6.60,10.60,11.50
7.60,8.42,13.10
7.80,10.30,13.20
6.95,10.30,10.50
6.49,10.40,10.30
7.71,9.99,12.30
6.08,9.77,11.30
6.64,11.40,11.50
6.38,10.10,11.20
5.97,10.50,10.30
7.00,9.70,12.60
7.01,10.90,12.70
4.91,9.62,10.60
6.36,10.30,11.70
6.38,10.30,11.00
7.30,8.80,11.70
8.18,9.46,12.20
6.99,10.80,12.20
6.83,11.70,12.20
6.11,10.50,10.90
7.96,9.69,13.00
6.08,8.90,10.50
6.81,11.30,12.30
6.44,9.57,11.50
7.70,7.89,13.70
7.49,10.90,12.90
6.62,11.50,11.10
7.16,9.05,12.40
7.25,9.93,11.90
7.89,10.50,13.80
7.97,9.52,12.80
6.74,11.20,11.50
7.64,9.38,12.50
6.72,8.67,9.95
6.26,8.89,10.00
7.72,9.77,12.20
7.07,10.60,12.20
6.51,10.40,12.30
7.46,9.46,12.80
6.95,9.82,11.40
7.26,8.54,11.80
6.60,9.92,10.70
6.72,9.54,12.10
6.32,10.90,11.30
5.57,10.10,10.70
6.81,8.12,11.80
7.67,9.34,11.90
7.31,9.30,12.00
6.81,9.50,10.90
7.61,10.10,13.50
6.33,10.50,11.90
7.20,10.70,13.50
5.99,9.99,11.10
7.39,11.70,13.20
7.39,9.08,12.60
6.93,10.40,11.70
6.58,11.20,11.60
7.03,9.54,12.60
6.67,9.67,10.80
6.67,9.09,11.30
7.35,9.65,11.30
6.67,8.26,11.10
6.69,10.30,10.70
7.09,10.10,11.90
7.08,10.70,13.00
6.58,10.20,11.30
6.40,9.79,10.70
6.40,11.90,12.80
7.01,10.50,12.90
7.29,9.00,11.90
7.55,10.30,12.60
5.66,11.60,9.89
6.98,10.10,11.90
5.76,10.60,11.50
6.98,11.10,12.80
7.26,7.42,12.70
6.52,10.70,12.00
6.92,8.70,12.60
6.92,8.92,11.20
6.91,8.66,11.60
6.30,8.67,11.10
7.37,10.40,13.10
7.02,10.10,11.70
7.06,9.66,12.90
7.40,10.10,11.90
6.21,13.40,11.60
6.71,10.40,11.90
6.19,10.50,11.30
5.88,11.70,9.95
7.33,9.04,12.70
6.88,11.30,11.70
7.20,10.20,10.90
7.05,11.60,12.40
6.89,10.20,11.70
7.83,10.00,13.40
6.95,10.50,11.30
7.94,10.10,12.80
7.82,10.80,13.00
5.96,10.70,10.60
7.21,8.48,11.90
7.38,9.46,12.60
7.65,8.87,13.10
6.73,8.46,11.60
6.86,11.70,12.20
6.16,12.30,11.70
6.58,9.26,10.00
6.29,9.93,10.20
6.47,9.68,11.30
6.37,10.70,10.30
6.59,11.00,10.90
6.71,9.79,12.30
6.98,8.50,11.90
8.40,8.76,14.60
6.72,10.90,10.80
6.92,11.20,12.60
7.25,9.84,12.10
7.94,10.80,13.30
6.82,8.60,11.40
7.43,9.95,12.70
7.08,10.40,11.70
6.71,10.60,11.40
6.62,9.78,11.60
7.41,10.60,12.60
6.41,9.34,10.80
7.92,8.48,12.50
7.03,9.04,12.30
8.40,9.97,14.00
6.10,8.85,10.90
6.96,9.85,11.70
6.56,9.14,11.20
5.73,11.50,10.60
6.56,8.85,10.30
4.93,10.20,9.18
7.39,8.70,13.10
6.99,12.60,12.40
6.77,10.80,11.70
6.27,10.60,10.90
5.49,10.30,9.49
7.29,8.46,11.80
6.70,11.70,12.00
6.60,12.50,12.10
7.13,9.67,11.70
5.88,11.10,10.50
7.87,10.30,13.30
7.08,10.20,12.50
6.73,10.10,12.20
7.27,9.86,12.50
6.26,11.50,11.60
4.99,11.10,9.22
7.07,10.50,12.50
6.88,8.99,11.40
7.55,10.20,11.50
6.88,10.20,12.00
7.28,8.99,11.50
6.72,10.20,11.80
6.82,7.46,11.60
6.84,9.52,12.10
6.61,11.50,11.90
8.29,10.50,13.30
7.01,8.31,11.20
7.92,11.00,14.20
6.48,10.20,12.20
7.91,9.82,13.40
7.34,10.90,12.40
7.32,9.80,11.90
6.73,7.95,10.70
6.91,8.06,11.50
6.29,10.50,10.00
7.47,8.09,12.40
6.12,9.81,12.10
6.48,10.30,11.10
7.37,11.60,13.40
6.31,9.14,11.60
7.50,9.27,12.30
6.58,11.50,10.60
7.02,9.33,11.70
6.32,11.40,12.20
7.36,11.70,13.60
7.40,11.20,12.90
6.52,9.57,13.00
7.10,10.80,11.80
7.14,8.28,11.90
6.08,10.70,11.90
6.62,10.10,11.00
7.71,9.66,13.20
5.37,12.90,10.50
8.15,9.91,13.40
6.64,11.00,11.70
6.96,9.21,12.30
7.03,11.00,11.60
7.78,8.00,12.70
7.70,10.30,12.10
6.71,12.10,12.60
6.56,8.89,10.40
7.05,10.70,12.50
7.47,10.60,11.30
7.86,9.06,13.30
6.72,9.13,11.50
6.11,10.80,10.80
7.34,10.40,11.90
7.32,9.24,13.10
6.91,10.80,11.00
7.23,10.00,12.40
7.14,7.80,11.50
7.87,8.87,13.10
8.96,7.22,12.80
7.07,10.80,11.90
6.67,11.00,11.20
6.62,11.20,12.10
7.18,9.19,11.70
6.42,10.40,11.10
7.88,9.16,13.30
6.82,10.40,12.30
6.95,11.50,12.20
7.31,10.80,12.00
6.01,9.75,10.90
6.40,10.10,11.00
7.03,10.30,12.30
5.90,10.20,10.80
7.14,8.17,13.00
6.72,12.00,12.00
5.69,10.30,10.40
6.81,10.40,11.60
7.47,9.09,12.50
6.53,9.90,11.00
8.19,9.33,14.30
7.49,8.74,13.00
6.46,11.00,10.80
6.92,10.10,11.40
7.71,9.77,12.60
5.82,11.20,10.40
5.81,12.50,11.40
6.90,10.50,11.90
7.57,8.88,12.60
5.52,11.00,9.87
7.94,9.60,12.50
7.64,9.20,12.90
7.23,10.30,12.40
6.24,13.10,10.50
7.58,8.77,12.00
6.64,9.91,11.60
6.56,10.30,10.90
7.10,10.30,11.80
7.35,10.70,12.20
7.47,10.10,12.40
5.46,10.50,10.00
7.41,9.46,13.10
7.54,7.35,12.60
7.88,8.13,12.80
7.04,8.26,11.20
7.24,9.54,11.80
7.51,9.96,13.60
7.29,11.00,13.60
7.52,11.50,13.00
7.46,8.67,12.30
5.75,11.70,10.40
7.88,8.67,12.60
7.46,11.10,12.70
6.30,9.50,11.50
6.94,11.30,12.10
6.55,9.73,11.70
8.22,10.10,13.90
6.42,10.60,11.80
8.21,8.60,13.50
7.09,9.88,13.30
6.81,9.36,11.40
6.75,9.25,11.50
5.87,9.94,9.93
7.26,9.69,12.70
7.04,9.74,12.10
7.15,9.07,12.10
7.61,9.73,13.50
6.99,10.40,12.90
7.29,9.07,12.40
6.62,10.80,11.90
7.33,9.42,12.50
6.16,11.00,10.90
5.76,11.40,10.80
7.14,6.98,11.50
7.34,9.01,12.80
5.04,10.40,9.83
7.35,9.41,12.70
5.66,10.30,10.90
7.45,8.92,12.10
6.07,8.73,10.90
7.99,9.54,13.30
7.82,8.76,12.40
6.79,11.30,11.60
5.82,10.10,10.20
8.15,9.20,13.50
5.99,9.55,10.20
7.05,11.10,12.50
6.14,10.50,11.50
6.11,9.99,10.30
7.24,6.88,11.70
6.66,10.20,11.90
7.63,9.89,12.10
5.98,11.10,9.80
7.16,9.92,12.90
7.05,11.50,12.10
8.04,8.28,13.20
5.18,14.20,14.60
6.48,12.30,12.40
4.38,6.94,11.80
4.24,13.00,8.79
5.84,15.30,11.90
8.43,9.71,15.90
4.47,13.50,10.70
8.21,10.40,12.60
3.95,5.87,10.20
0.76,13.00,13.40
8.74,10.60,10.20
4.10,8.07,17.20
9.20,8.00,12.20
3.59,8.84,12.20
7.14,7.28,13.50
5.87,14.70,10.70
11.30,9.64,11.20
6.05,13.40,7.85
10.20,11.90,10.10
7.07,6.65,10.60
7.03,12.80,9.98
7.48,9.18,13.00
9.25,9.74,12.10
5.37,9.85,11.70
7.38,12.10,4.04
5.28,5.18,11.30
8.37,11.30,11.30
4.63,7.65,10.40
5.21,10.70,14.20
6.90,9.62,15.80
8.56,13.90,14.80
4.38,10.70,12.10
5.78,9.87,6.13
6.28,8.69,14.00
3.53,12.40,11.00
5.36,8.91,10.30
7.15,7.89,14.50
3.08,8.54,8.47
3.16,6.70,16.10
3.75,13.50,13.20
10.30,1.97,3.87
10.80,1.44,3.91
9.36,1.01,4.03
10.40,1.82,3.77
9.60,2.11,4.13
9.00,0.26,3.97
9.73,2.79,4.24
9.63,2.26,4.27
10.60,0.61,4.01
9.70,1.19,3.91
10.40,3.45,3.89
9.57,2.74,3.87
9.82,1.18,4.09
10.30,1.45,3.86
9.84,1.51,3.73
9.68,0.67,4.16
10.40,2.41,3.81
10.20,1.06,3.87
10.20,1.83,3.98
10.60,2.20,3.99
10.70,2.21,3.93
9.32,1.25,3.93
8.94,3.75,3.84
11.20,3.32,4.11
10.10,2.34,3.86
10.30,3.06,4.17
8.82,2.76,3.53
9.64,0.41,4.23
10.10,0.76,3.85
10.30,2.12,4.14
8.99,1.08,3.40
9.86,1.04,3.56
9.31,2.16,3.87
9.29,1.62,3.84
9.53,2.80,3.95
11.30,1.61,4.28
10.20,1.58,3.99
10.20,1.50,4.21
9.92,2.36,3.96
9.61,2.07,4.14
9.11,3.05,4.11
9.76,2.44,4.10
9.99,1.85,4.45
10.20,3.01,4.56
9.73,1.96,3.96
10.30,3.00,4.34
10.00,3.89,3.77
9.66,1.58,3.79
9.72,0.35,3.67
9.64,2.45,3.89
10.10,2.52,4.10
9.91,3.92,4.20
10.10,2.12,4.08
9.74,3.00,4.15
10.30,1.07,4.17
10.30,2.04,4.12
8.90,1.13,4.01
9.81,1.08,3.92
9.03,2.44,4.42
10.30,1.06,3.99
10.30,3.24,4.17
9.08,1.78,3.62
10.70,2.06,3.52
9.71,1.55,4.16
9.79,2.59,3.82
10.50,1.63,4.21
10.40,1.71,4.32
10.50,2.25,3.65
10.10,2.60,4.37
10.30,2.70,4.14
10.30,2.70,4.13
10.70,1.59,3.95
9.69,1.79,3.99
10.40,0.44,3.89
9.19,1.08,3.94
9.76,1.31,4.13
9.48,1.96,3.98
9.94,1.17,4.06
9.49,4.61,4.02
10.70,2.12,3.82
10.30,2.45,4.02
9.78,1.63,3.67
10.10,1.74,3.73
9.97,0.45,4.04
9.79,1.73,3.82
9.86,2.03,3.98
9.56,2.37,3.93
9.31,2.23,4.03
9.96,1.15,3.66
10.90,1.45,3.79
9.17,3.38,3.90
8.06,3.41,4.21
9.65,3.26,4.23
11.00,1.02,4.08
10.70,2.91,4.04
10.10,2.49,4.17
8.48,0.57,3.96
10.30,2.58,4.17
10.30,2.81,3.75
10.40,2.59,3.98
9.90,2.36,4.18
11.00,2.24,4.22
9.75,2.29,3.66
9.45,0.44,4.02
10.40,2.90,3.68
10.50,1.10,4.08
10.10,4.14,3.78
9.76,3.73,4.00
9.28,2.83,4.13
10.10,2.52,4.24
9.27,1.96,3.89
9.08,2.92,3.60
9.48,1.65,4.03
10.90,0.31,4.31
10.90,0.50,3.66
9.97,2.75,4.38
9.17,1.43,3.86
11.50,1.73,4.00
10.70,1.11,3.86
10.30,3.77,3.78
9.82,1.11,3.98
9.97,0.23,4.10
10.30,1.94,4.28
9.54,2.19,3.79
9.66,1.54,3.91
9.43,1.53,3.82
9.87,3.54,4.01
9.10,2.18,3.76
10.20,2.09,3.95
9.66,1.82,4.06
10.10,1.12,3.96
10.30,1.77,4.03
10.30,2.05,3.93
10.20,0.79,3.94
10.50,3.50,4.12
10.90,2.49,3.96
9.85,0.97,3.82
10.20,2.34,4.20
9.14,1.72,4.23
10.20,2.00,4.14
10.50,1.14,4.72
9.82,2.02,3.86
10.50,1.90,4.29
10.00,1.60,3.75
10.00,1.37,3.84
8.85,0.62,4.18
10.20,0.97,4.03
8.89,1.19,4.05
10.20,2.91,4.23
10.40,2.66,3.95
10.00,2.30,3.97
10.20,0.70,3.88
9.77,1.56,4.26
9.13,2.67,4.10
11.10,1.38,3.71
10.00,3.15,4.09
10.00,2.14,4.01
10.20,0.94,4.05
11.00,1.58,4.06
9.84,0.69,3.92
10.00,3.19,4.31
10.90,3.18,3.78
9.83,0.96,3.92
9.73,2.88,3.94
9.38,1.00,4.38
9.32,2.98,4.25
8.94,2.09,3.94
9.53,2.71,4.28
11.10,1.50,4.29
9.60,0.04,4.01
10.70,2.66,3.83
9.06,2.11,4.07
10.10,2.28,3.71
9.56,2.42,4.24
10.70,1.03,3.86
9.57,2.02,4.26
10.10,2.66,4.19
9.99,1.66,4.48
9.95,-0.48,4.02
11.00,3.19,3.97
9.96,2.06,3.93
10.80,1.52,3.96
10.80,1.66,4.34
9.76,2.42,4.04
9.44,1.08,3.97
9.85,2.93,3.75
10.80,3.59,3.65
9.52,2.70,4.32
10.40,3.77,4.01
10.80,2.89,4.16
10.20,0.92,3.93
9.80,0.91,3.96
10.50,3.04,4.17
10.10,2.11,4.06
9.54,3.67,3.96
10.70,2.07,4.09
9.41,3.34,3.84
10.20,2.85,4.01
9.90,1.06,3.87
11.00,0.33,3.93
9.19,2.16,4.18
10.20,3.37,3.78
9.70,0.62,4.18
9.63,1.69,3.70
10.00,1.65,3.74
9.42,3.61,4.24
10.70,2.92,4.15
10.80,3.43,3.79
9.90,1.73,3.77
9.89,3.95,3.78
10.60,1.39,3.92
9.56,2.27,4.08
10.20,1.87,4.28
10.40,1.51,4.21
10.30,3.34,4.37
9.68,2.10,4.05
9.21,3.35,3.76
9.59,3.27,4.23
10.50,1.32,4.24
9.92,0.67,4.07
10.60,1.22,3.98
9.92,1.75,4.24
10.10,1.88,3.98
9.86,2.02,4.05
9.70,0.35,3.65
10.10,1.85,4.08
9.99,2.29,4.02
10.70,3.06,4.20
9.67,2.93,3.91
10.90,2.93,3.84
9.17,2.48,4.19
10.20,1.76,3.92
9.84,1.17,3.81
10.30,2.38,4.08
9.94,2.25,4.16
10.50,2.98,3.85
11.00,0.98,4.09
9.47,3.43,3.98
9.85,0.63,4.26
10.00,0.37,3.68
10.30,2.62,3.55
11.40,3.61,4.12
9.58,1.68,4.09
9.95,2.58,4.08
11.00,1.92,4.29
10.10,0.33,3.92
10.40,2.58,3.98
9.58,2.68,4.01
10.40,1.33,3.72
9.75,2.92,4.14
9.53,1.90,3.88
10.80,3.69,3.95
9.75,2.33,3.93
10.40,2.07,4.27
10.40,2.62,3.77
9.53,0.83,4.05
10.30,2.54,3.83
9.44,3.39,3.66
9.81,2.52,4.01
9.54,3.59,4.14
9.47,2.02,3.87
10.20,3.10,4.04
10.10,4.17,3.88
10.20,1.68,3.87
9.88,0.34,4.04
10.40,4.73,3.81
11.00,2.59,3.73
9.25,2.31,4.07
9.49,1.67,3.90
9.91,1.85,4.11
9.86,1.69,3.57
10.30,3.15,4.06
9.14,1.59,3.67
9.91,4.39,4.24
9.97,0.50,3.75
9.88,1.26,4.04
10.30,2.10,4.09
10.10,3.84,4.12
9.69,3.65,4.15
10.70,4.17,4.10
9.64,1.56,4.05
10.10,2.17,3.89
10.30,3.18,3.81
9.93,2.09,3.64
9.32,2.16,4.10
9.75,0.75,3.72
11.20,2.28,4.05
10.00,2.15,4.42
10.30,2.48,4.11
9.58,2.09,4.18
10.80,1.75,3.79
9.39,2.12,3.83
11.40,2.71,3.75
9.38,1.62,4.03
10.00,0.77,4.17
10.70,3.49,3.89
9.62,1.49,4.02
10.30,2.22,4.00
10.80,2.56,3.94
10.90,2.60,3.92
10.50,0.84,3.84
10.30,0.03,4.08
10.30,1.52,3.97
8.56,1.43,4.33
10.00,2.99,4.06
9.45,1.93,3.71
9.75,2.69,3.76
10.00,1.40,3.75
9.68,1.52,4.10
10.50,1.96,4.03
11.10,0.39,3.83
9.08,2.63,4.02
9.86,1.20,4.27
9.91,1.48,4.28
10.00,0.96,4.05
9.24,3.34,3.94
10.30,2.41,3.95
9.69,1.62,3.86
9.12,0.10,3.90
10.30,3.26,3.81
9.32,2.23,4.12
10.30,0.56,3.71
9.33,0.23,3.90
10.50,1.44,4.03
10.80,1.65,4.03
10.80,0.78,4.10
10.30,2.67,3.91
11.00,2.42,4.11
9.30,0.46,4.02
9.57,1.94,4.21
9.32,1.92,4.44
9.64,2.21,3.90
10.20,1.47,3.85
10.60,2.17,4.04
10.30,2.99,4.15
10.10,1.03,3.67
10.70,4.18,4.31
11.30,1.83,4.38
9.89,1.57,3.95
9.72,3.28,3.79
9.63,1.48,3.91
10.20,2.77,4.16
10.30,0.41,3.70
9.22,1.98,4.32
10.50,2.00,3.56
10.20,0.39,4.08
11.00,4.50,4.20
9.70,3.23,4.02
9.89,0.65,3.81
9.44,0.97,4.27
10.10,1.48,3.67
9.54,2.43,3.81
9.42,1.74,3.97
9.59,3.18,3.89
10.20,1.80,3.94
8.87,1.96,4.27
10.50,2.79,3.91
10.60,2.31,4.05
9.84,1.46,4.00
9.08,1.36,4.08
9.27,2.31,4.21
9.88,3.33,3.98
10.30,1.76,3.72
9.75,1.85,3.92
10.50,4.34,4.17
9.79,2.45,4.08
9.59,1.04,3.77
9.65,1.75,3.88
10.00,1.08,3.94
10.60,1.51,4.01
9.73,0.90,3.81
8.91,2.00,3.88
10.90,2.21,4.23
10.90,2.05,3.84
10.40,2.15,4.12
8.53,-0.06,4.00
9.26,2.66,4.00
10.70,2.92,3.90
